0,-1445.786946929834,-4792.9702802633265,3,17.8,
1,-1445.786946929834,-4336.703613596596,3,15.08,
2,-254.6536135964701,-3634.9789469299258,5,8.64,
3,322.7797197368734,-2891.075613596595,63,10.48,
4,338.9797197368734,-2476.394946929893,63,19.2,
5,338.9797197368734,-1530.6762802632188,63,33.6,
6,437.4130530701967,-949.5969469298533,63,52.92,
7,437.4130530701967,-139.30294692982196,63,62.2,
8,453.5130530701967,-313.75228026316285,63,63.12,
9,453.5130530701967,76.29638640351882,63,63.0,
10,471.84638640353006,238.92105307019406,63,63.12,
11,471.84638640353006,-138.66361359648982,63,63.12,
12,472.7797197368634,87.03705307016918,63,62.92,
13,472.7797197368634,-23.01161359649789,63,63.04,
14,472.7797197368634,0.5297197368474553,63,63.24,
15,503.4130530701967,-338.7102802631812,63,63.12,
16,503.4130530701967,-278.3489469298331,63,63.36,
17,503.4130530701967,-359.6536135964945,63,63.36,
18,503.4797197368634,-188.26494692984213,63,64.16,
19,503.5797197368634,-63.39828026316767,63,64.96,
20,503.6797197368634,215.8657197368465,67,65.44,
21,503.9797197368634,122.7790530701819,63,64.88,
22,505.94638640353,-49.892946929834544,67,64.2,
23,505.94638640353,70.37705307017694,67,64.04,
24,505.94638640353,307.90971973684424,67,64.6,
25,506.4130530701967,155.1163864035127,67,64.68,
26,514.5797197368634,293.9950530701884,67,64.88,
27,514.5797197368634,-7.171613596498392,67,65.48,
28,514.5797197368634,-205.80161359650745,67,66.08,
29,514.5797197368634,-190.1289469298338,67,67.32,
30,514.5797197368634,-49.24961359649787,67,66.92,
31,514.5797197368634,255.65905307018045,67,66.72,
32,514.5797197368634,-263.4236135965105,67,67.12,
33,514.5797197368634,224.41971973684397,67,67.16,
34,529.94638640353,147.149719736847,67,67.12,
35,529.94638640353,18.13638640351297,67,67.16,
36,590.6463864035301,286.41038640352303,67,67.12,
37,590.7463864035301,-15.06428026316452,67,66.88,
38,590.7463864035301,-352.5909469298472,67,67.32,
39,590.7463864035301,-147.09828026316347,67,67.52,
40,590.7463864035301,-353.6116135965096,67,66.88,
41,591.6130530701968,152.59105307017174,67,67.28,
42,783.9130530701967,399.9717197368494,67,67.28,
43,1605.0797197368627,139.77171973684938,67,66.88,
44,1605.0797197368627,342.31171973684707,67,67.16,
45,1605.0797197368627,-52.232946929841674,67,67.52,
46,1605.0797197368627,812.0930530701797,67,66.8,
47,1605.0797197368627,863.389719736849,67,67.08,
48,1611.0797197368627,994.3130530701818,67,67.52,
49,1611.0797197368627,1079.9503864035266,67,67.44,
