0,-875.7202802631566,-4556.6909469300435,9,25.16,
1,-875.7202802631566,-4274.630946930029,9,10.36,
2,-281.15361359646994,-3756.0096135966473,7,10.48,
3,-281.15361359646994,-3567.5042802633006,7,11.04,
4,-281.15361359646994,-3589.5182802632644,7,9.28,
5,-254.6536135964701,-3620.0249469299374,5,9.56,
6,-254.6536135964701,-3837.9249469298293,5,8.16,
7,-254.6536135964701,-3567.049613596557,5,8.12,
8,-254.6536135964701,-3425.107613596569,5,8.52,
9,69.37971973699997,-3492.120280263264,5,8.36,
10,69.37971973699997,-4351.918946929894,5,7.88,
11,69.37971973699997,-4301.609613596605,5,8.36,
12,69.37971973699997,-3681.8036135966204,5,8.72,
13,69.37971973699997,-4061.80561359652,5,9.84,
14,180.11305307033328,-3931.600280263256,7,8.88,
15,221.21305307033325,-3924.4156135966164,9,7.6,
16,221.21305307033325,-3699.983613596556,9,8.08,
17,221.21305307033325,-4048.8549469299824,9,8.16,
18,221.21305307033325,-3533.771613596596,9,7.92,
19,221.21305307033325,-3566.412280263275,9,8.32,
20,355.9463864035401,-3215.9776135965662,9,7.24,
21,355.9463864035401,-3480.406946929878,9,6.72,
22,355.9463864035401,-3472.40428026319,9,6.56,
23,355.9463864035401,-3129.30428026325,9,7.04,
24,355.9463864035401,-3512.190280263308,9,7.72,
25,394.27971973700005,-3499.446946929978,11,7.68,
26,394.27971973700005,-3738.5662802633115,11,7.36,
27,394.27971973700005,-3502.3142802632688,11,8.36,
28,503.9130530703334,-3294.6122802632703,11,8.72,
29,503.9130530703334,-3588.001613596647,11,8.8,
30,503.9130530703334,-3383.0696135966004,11,8.84,
31,503.9130530703334,-3293.246280263286,11,8.88,
32,503.9130530703334,-3199.667613596546,11,8.56,
33,503.9130530703334,-3451.9522802633,11,10.32,
34,503.9130530703334,-3397.472946929879,11,10.12,
35,503.9130530703334,-3250.3996135965363,11,11.36,
36,503.9130530703334,-3424.4276135965874,11,10.68,
37,503.9130530703334,-3297.6769469298533,11,10.84,
38,503.9130530703334,-3419.356280263208,11,11.32,
39,1543.9463864034094,-2990.138946929919,23,10.68,
40,1543.9463864034094,-3034.1629469298664,23,12.72,
41,1543.9463864034094,-2865.437613596533,23,17.04,
42,1543.9463864034094,-2848.4516135966005,23,19.36,
43,1543.9463864034094,-3443.702280263314,23,18.24,
44,1543.9463864034094,-3198.0749469298253,23,19.12,
45,1543.9463864034094,-2850.65294692995,23,19.4,
46,1543.9463864034094,-2520.0029469298725,23,21.84,
47,1543.9463864034094,-2745.884946929913,23,18.68,
48,1565.1130530700761,-2899.930946929912,23,16.92,
49,1565.1130530700761,-3429.053613596638,23,20.04,
